Ngân hàng,Tab,Nhóm,Yêu cầu,Diễn giải đáp ứng
OCB,Yêu cầu tính năng,1. Nghiệp vụ (Functional),RM tạo Leads mới,"Đáp ứng hoàn toàn Hệ thống Smart CRM hỗ trợ quy trình chuyển đổi linh hoạt từ Khách hàng/Profile sang Cơ hội bán hàng (Oppty). Hệ thống cho phép CBB khởi tạo đồng thời cơ hội bán và gắn danh mục các sản phẩm khách hàng quan tâm. Trong trường hợp khách hàng có nhiều nhu cầu về sản phẩm, hệ thống hỗ trợ tạo nhiều cơ hội bán và gắn với 1 profile duy nhất. Để tối ưu hoá trải nghiệm, những tính năng cấu hình dành cho Quản trị viên hoặc không tương thích với mobile sẽ chỉ hỗ trợ trên nền tảng Web, bao gồm: + Kiểm soát trùng lặp + Phân bổ theo luật tự động của quy trình Các tính năng có sẵn + Tạo Cơ hội bán: Trong trường hợp khách hàng hiện hữu, CBB có thể tạo nhanh một Cơ hội bán hàng gắn với Profile, với các thông tin về sản phẩm đề xuất, giá trị dự kiến. Cơ hội bán sẽ được xử lý theo quy trình bán hàng phù hợp. Ngoài ra, CBB có thể lựa chọn sản phẩm cụ thể hoặc chỉ chọn dòng sản phẩm trong trường hợp khách hàng chưa xác định cụ thể (VD: Dòng sản phẩm: Thẻ Mastercard, sản phẩm: Thẻ Neobank...) + Tạo Profile trước khi tạo Cơ hội bán: Trong trường hợp khách hàng mới (chưa có CIF), CBB sẽ cần tạo Profile bằng cách điền các thông tin khách hàng theo yêu cầu của hệ thống. Quản trị viên có thể cấu hình các thông tin và yêu cầu (bắt buộc/không bắt buộc) dựa trên giao diện. + Kiểm soát trùng lặp: Hệ thống tự động quét và cảnh báo trùng lặp cơ hội bán dựa trên các trường thông tin định danh (CCCD, CIF, SĐT) ngay khi nhập liệu hoặc tích hợp từ nguồn ngoài. + Phân bổ theo luật tự động của quy trình: Quản trị viên có thể tạo các luật phân bổ để kiểm tra trùng Sales trên cơ hội bán. Trường hợp Sale muốn khai thác Lead/CIF đang thuộc quản lý của nhân sự khác, hệ thống cung cấp tính năng ""Xin quyền khai thác"". Yêu cầu sẽ được chuyển đến cấp quản lý (GĐTT) hoặc user sở hữu để phê duyệt trước khi chuyển giao. + Kiểm soát phân quyền (RBAC): Chỉ những người dùng có vai trò quản lý hoặc được cấp quyền cụ thể mới có thể thực hiện các thao tác phân bổ, đảm bảo tính bảo mật và đúng thẩm quyền trong đơn vị."
OCB,Yêu cầu tính năng,1. Nghiệp vụ (Functional),"Phân biệt các nguồn leads vào CRM, cơ chế đổ và nguyên tắc phân bổ theo từng nguồn lead Phân bổ theo địa điểm/RM quản lý CIF/RM sản phẩm/Quy mô danh mục RM…","Đáp ứng hoàn toàn! Hệ thống Smart CRM cho phép thiết lập các kịch bản điều phối Lead/Cơ hội bán đa điều kiện. Hệ thống đảm bảo mọi cơ hội bán hàng từ các nguồn khác nhau được chuyển đến đúng nhân sự phù hợp nhất dựa trên năng lực, địa lý và chuyên môn sản phẩm, tối ưu hóa tỷ lệ chuyển đổi. Để tối ưu hoá trải nghiệm, những tính năng cấu hình dành cho Quản trị viên hoặc không tương thích với mobile sẽ chỉ hỗ trợ trên nền tảng Web, bao gồm: + Bộ quy tắc phân bổ đa tiêu chí + Cấu hình Xử lý trùng lặp + Chỉnh sửa cấu hình phân công đặc biệt theo team Các tính năng có sẵn + Bộ quy tắc phân bổ đa tiêu chí: Hệ thống cho phép cấu hình phân bổ dựa trên: khu vực địa lý, mã quản lý CIF (ưu tiên CBB đang quản lý khách hàng hiện hữu), chuyên môn sản phẩm, hoặc năng lực/Trạng thái của CBB. Ngoài ra, hệ thống cho phép cấu hình cho cấp quản lý chỉ định CBB mặc định và thông báo khi số lượng cơ hội bán chưa được phân công vượt ngưỡng. + Xử lý trùng Lead/Cơ hội bán thông minh: Cơ hội bán đã được thiết lập cơ chế chống trùng lặp ở bước khởi tạo, nên sẽ hạn chế tối đa việc lead/cơ hội bán bị trùng trong quá trình phân bổ + Chỉnh sửa cấu hình phân công đặc biệt theo team: Hệ thống cho phép thiết lập quy tắc riêng biệt cho từng nhóm, các luật loại trừ phân công. Admin có thể tùy chỉnh phạm vi phụ trách của từng team và từng thành viên dựa trên danh mục sản phẩm hoặc địa bàn."
OCB,Yêu cầu tính năng,5. Chuyển giao & Đào tạo,"Leads quá SLA, RM nghỉ việc…","Đáp ứng hoàn toàn! Hệ thống hỗ trợ cơ chế tự động thu hồi và tái phân bổ cơ hội bán hàng dựa trên việc vi phạm các cam kết về thời gian xử lý thông qua tính năng Thiết lập SLA bán hàng, giúp ngân hàng tối ưu hóa tốc độ tiếp cận khách hàng và đảm bảo không có cơ hội kinh doanh nào bị bỏ lỡ do sự chậm trễ của cá nhân . Để tối ưu hoá trải nghiệm, tất cả những tính năng cấu hình dưới đây dành cho Quản trị viên hoặc không tương thích với mobile sẽ chỉ hỗ trợ trên nền tảng Web.  Giải pháp đáp ứng yêu cầu qua quy trình tự động hóa khép kín: - Điều kiện thu hồi tự động: Quản trị viên cấu hình các điều kiện thu hồi cụ thể như: quá thời hạn liên hệ lần đầu, không cập nhật trạng thái cơ hội bán sau một số giờ quy định, hoặc không hoàn thành hồ sơ đúng hạn. - Cơ chế thu hồi dữ liệu: Khi vi phạm SLA, hệ thống tự động gỡ bỏ quyền xử lý của cán bộ hiện tại và chuyển cơ hội bán về trạng thái chờ phân bổ lại, đồng thời gửi thông báo xác nhận thu hồi cho cán bộ đó và quản lý trực tiếp. - Tái phân bổ thông minh: Cơ hội bán sau khi thu hồi sẽ được xử lý theo hai hướng tùy cấu hình:   + Tự động: Đẩy vào danh sách phân bổ lại cho các cán bộ khác trong đơn vị theo quy tắc chia đều hoặc ưu tiên hiệu suất.   + Thủ công: Chuyển về giỏ công việc của quản lý đơn vị để họ chủ động chỉ định đích danh nhân sự xử lý thay thế. - Lưu vết lịch sử: Hệ thống ghi lại toàn bộ quá trình từ lúc giao, vi phạm SLA đến khi thu hồi và tái phân bổ để làm cơ sở đánh giá tuân thủ và xếp hạng năng lực cán bộ"
OCB,Yêu cầu tính năng,5. Chuyển giao & Đào tạo,"Chấm điểm Lead dựa theo thông tin Lead. Phân loại Lead dựa theo scoring, từ đó có SLA, ưu tiên khai thác khác nhau đối với mỗi loại Lead","Đáp ứng một phần! Hệ thống Smart CRM tích hợp bộ máy chấm điểm tự động (Lead Scoring Engine), cho phép định lượng tiềm năng của khách hàng dựa trên dữ liệu nhân khẩu học và mức độ tương tác. Thông qua việc phân loại tập khách hàng theo nhiệt độ nhu cầu, hệ thống tự động điều phối luồng xử lý và áp dụng các cam kết chất lượng dịch vụ (SLA) khác biệt, đảm bảo tối ưu hóa tỷ lệ chốt deal. Tuy nhiên, việc chấm điểm Lead/Cơ hội bán phụ thuộc vào chính sách của từng ngân hàng. Chúng tôi sẽ làm việc với ngân hàng và làm rõ nhu cầu nghiệp vụ hỗ trợ yêu cầu tuỳ biến.  Mobio có khả năng đáp ứng yêu cầu này thông qua việc phát triển/tuỳ biến bổ sung. Hạng mục không nằm trong phạm vi triển khai tiêu chuẩn và sẽ được xem xét triển khai theo nhu cầu thực tế của Ngân hàng, trên cơ sở thống nhất về phạm vi, chi phí và tiến độ Để tối ưu hoá trải nghiệm, những tính năng cấu hình dành cho Quản trị viên hoặc không tương thích với mobile sẽ chỉ hỗ trợ trên nền tảng Web. Các tính năng có sẵn + Mô hình chấm điểm đa tiêu chí: Hệ thống tự động tính điểm dựa trên sự kết hợp các trọng số: Nguồn Lead (Facebook, Website, Referral), Độ tuổi, Thu nhập, Nghề nghiệp và Trạng thái tương tác. Dữ liệu được cập nhật thời gian thực; mỗi khi khách hàng bổ sung thông tin hoặc có hành động mới, điểm số sẽ được tái tính ngay lập tức. + Phân bổ cơ hội bán dựa trên Scoring: Hệ thống thiết lập các ngưỡng điểm (Thresholds) để kích hoạt hành động tự động theo luật phân bổ. VD:  Khi đạt ngưỡng điểm cao (ví dụ Cơ hội bán có điểm > 80 điểm), hệ thống tự động thực hiện  đẩy ngay vào luồng ưu tiên xử lý tức thì bởi các Sales có nhiều kinh nghiệm."
OCB,Yêu cầu tính năng,1. Nghiệp vụ (Functional),"RM lấy KH Lost của Đơn vị mình về chăm sóc, reactive CIF thành công sẽ gán mã QL CIF","Đáp ứng hoàn toàn! Hệ thống Smart CRM hỗ trợ quy trình tái khai thác tệp khách hàng cũ (Win-back Strategy) một cách chuyên nghiệp. Thông qua bộ lọc trạng thái và cơ chế chuyển giao quyền sở hữu, hệ thống cho phép RM chủ động tiếp cận lại tệp khách hàng LOST, đồng thời tự động hóa việc cập nhật mã quản lý (Owner) ngay khi khách hàng có giao dịch trở lại. Để tối ưu hoá trải nghiệm, những tính năng cấu hình dành cho Quản trị viên hoặc không tương thích với mobile sẽ chỉ hỗ trợ trên nền tảng Web, bao gồm: + Cấu hình Workflow Các tính năng đã có sẵn: + Truy vấn và khai thác tệp KH LOST: RM có thể sử dụng bộ lọc nâng cao để truy xuất danh sách khách hàng có trạng thái ""LOST"" hoặc ""Ngừng giao dịch"" thuộc phạm vi đơn vị/Khu vực được phân quyền. Hệ thống cung cấp chức năng cho phép RM tự chọn và ""lấy"" khách hàng từ tệp LOST về danh sách quản lý cá nhân để thực hiện chăm sóc lại. + Kích hoạt chiến dịch tái khai thác tự động qua Workflow: Quản trị viên (Admin) thiết lập các điều kiện để hệ thống tự động quét tệp khách hàng LOST thỏa mãn tiêu chí mục tiêu (ví dụ: số dư cũ cao, phân khúc Diamond). Ngay khi phát hiện đối tượng phù hợp, hệ thống sẽ tự động kích hoạt Workflow để gửi thông điệp cá nhân hóa trực tiếp đến khách hàng, đồng thời tự động khởi tạo và phân bổ các công việc chăm sóc cụ thể cho CBB phụ trách để triển khai tiếp cận ngay lập tức."
OCB,Yêu cầu tính năng,1. Nghiệp vụ (Functional),"Danh mục tổng, phân loại danh mục theo sản phẩm, theo phân khúc, theo trạng thái.","Đáp ứng hoàn toàn! Hệ thống đáp ứng yêu cầu hiển thị và quản lý danh mục khách hàng đa chiều. Giải pháp cung cấp giao diện làm việc tập trung, cho phép RM theo dõi toàn bộ tệp khách hàng được giao quản lý theo thời gian thực. Hệ thống tích hợp các bộ lọc thông minh giúp phân loại danh mục theo sản phẩm, phân khúc và trạng thái, đồng thời đảm bảo tính bảo mật thông qua cơ chế phân quyền truy cập dữ liệu chặt chẽ theo mô hình tổ chức của Ngân hàng. Hệ thống đáp ứng yêu cầu thông qua các tính năng chính sau: - Hiển thị danh mục khách hàng: RM có thể theo dõi danh mục thông tin khách hàng, RM có thể xem nhanh được các thông tin chính của khách hàngt rên danh sách như Tên KH, số CIF, Phân khúc (hạng khách hàng) AUM, hoạt động tương tác với khách hàng gần nhất (Thời gian, Hành động (Gọi điện/Gặp mặt)),.. - Công cụ Tìm kiếm, Lọc và Thiết lập Thẻ hiển thị (View): + Tìm kiếm nhanh: Hỗ trợ tìm kiếm tức thời theo các trường thông tin định danh như: Tên khách hàng, Số CIF, số CMND/CCCD hoặc Số điện thoại + Bộ lọc đa tiêu chí: Cho phép lọc danh mục theo các thuộc tính thực tế như: Top tài sản (AUM), Top nợ vay, ngày sinh nhật hoặc các trạng thái nợ quá hạn. + Tùy chỉnh View: RM có thể lưu các điều kiện lọc này thành các ""Thẻ hiển thị"" (View) riêng biệt (ví dụ: View khách hàng Ưu tiên, View danh sách hàng vay mua nhà,..) để truy cập nhanh hằng ngày mà không cần thiết lập lại bộ lọc. - Truy cập trực tiếp Hồ sơ khách hàng 360 độ: Từ màn hình danh mục, hệ thống cho phép RM truy cập trực tiếp (Direct Link) vào hồ sơ chi tiết 360 độ của từng khách hàng chỉ với một thao tác chọn. Tính năng này giúp RM nắm bắt toàn diện thông tin tài chính, lịch sử tương tác và các sản phẩm khách hàng đang sử dụng trước khi thực hiện tư vấn, đảm bảo sự chuẩn bị kỹ lưỡng nhất trước khi tiếp cận khách hàng. - Phân quyền truy cập dữ liệu (RBAC): Hệ thống thực thi cơ chế phân quyền dựa trên vai trò và vị trí trong sơ đồ tổ chức của Ngân hàng: - Nhân sự bán hàng (RM): Chỉ được phép xem và thao tác trên danh mục khách hàng do mình trực tiếp quản lý hoặc được phân công. - Cấp quản lý: Có quyền xem toàn bộ danh mục khách hàng của các RM thuộc đơn vị/nhóm mình phụ trách để thực hiện giám sát và hỗ trợ kinh doanh."
OCB,Yêu cầu tính năng,1. Nghiệp vụ (Functional),"Các báo cáo tỷ lệ chuyển đổi cơ hội bán, biến động tài sản/Giá trị theo nhóm danh mục","Đáp ứng một phần! Hệ thống đáp ứng yêu cầu cung cấp các chỉ số giám sát danh mục thông qua phân hệ Dashboard Portfolio Management. Giải pháp giúp RM và Quản lý theo dõi số liệu và các thông tin chuyên sâu để tối ưu hóa hoạt động bán hàng. Các yêu cầu về tùy biến chỉ số tài chính đặc thù đã được bao gồm trong phạm vi ngân sách của gói thầu. Các tính năng đã có sẵn: - Dashboard trực quan:  + Hiển thị tổng quan về danh mục: Hiển thị tổng quan danh mục bao gồm tổng số khách hàng đang quản lý (CIF), số khách hàng Active, tổng số lượng và giá trị các cơ hội bán đang mở, phân loại khách hàng theo phân hạng (KHƯT). + Theo dõi hiệu suất: Thống kê các chỉ số hoạt động thực tế, ví dụ: Số lượt tương tác với khách hàng (Cuộc gọi/Hẹn gặp) + Công cụ hỗ trợ gợi ý: liệt kê danh sách khách hàng đến kỳ sinh nhật, khách hàng thiếu tương tác hoặc các cơ hội bán sắp đến hạn chốt để RM kịp thời xử lý. - Lọc dữ liệu linh hoạt và xem lũy kế: + Hệ thống cho phép người dùng sử dụng bộ lọc (Filter) linh hoạt theo các mốc thời gian: Ngày, Tuần, Tháng, Quý, Năm. + Hỗ trợ xem số liệu lũy kế giúp lãnh đạo và RM đánh giá được tổng thể quá trình tăng trưởng tài sản và doanh thu trong một giai đoạn dài, phục vụ việc tra cứu và lập báo cáo định kỳ. - Phân quyền truy cập dựa trên vai trò (RBAC): Hệ thống áp dụng cơ chế phân quyền chặt chẽ (Role-Based Access Control). Mỗi vai trò (RM, Trưởng đơn vị, Lãnh đạo Hội sở) sẽ có một góc nhìn Dashboard riêng biệt: + RM: Tập trung vào danh mục khách hàng cá nhân được giao, KPI cá nhân và nhắc nhở việc cần làm ngay. + Quản lý: Tập trung vào số liệu tổng hợp của toàn đội ngũ, so sánh hiệu suất giữa các RM và quản trị phễu bán hàng của đơn vị. Nội dung tùy biến và tích hợp: Hệ thống cho phép tùy biến chuyên sâu các chỉ số tài chính như: Số dư CASA, biến động tài sản (AUM), dư nợ khoản vay, doanh thu danh mục (TOI) và các báo cáo tăng/giảm theo thời gian. - Việc hiển thị các chỉ số này sẽ cần được thực hiện thông qua quá trình phối hợp tích hợp dữ liệu và đối ứng đội ngũ IT của Ngân hàng. - Toàn bộ chi phí tùy biến để đáp ứng hoàn toàn các yêu cầu đặc thù này đã được tính toán và bao gồm trong giá chào thầu."
OCB,Yêu cầu tính năng,1. Nghiệp vụ (Functional),"Cảnh báo xuống hạng/rời bỏ. Thông báo đến hạn sổ, khoản vay/ thẻ, sinh nhật, lên hạng ..vv","Đáp ứng hoàn toàn! Hệ thống đáp ứng hoàn toàn yêu cầu về thiết lập cơ chế cảnh báo chủ động và danh mục chăm sóc khách hàng. Giải pháp cho phép Cán bộ bán hàng (RM) tự cá nhân hóa việc theo dõi, tương tác nhanh, bên cạnh đó cho phép Quản trị viên (Admin) thiết lập các luồng thông báo tự động dựa trên sự kiện (Event-driven). - Chủ động thiết lập Dashboard cá nhân: Hệ thống không chỉ cung cấp các báo cáo mặc định mà còn cho phép RM  tự thêm/bớt các thẻ chỉ số (Widgets) vào Dashboard theo nhu cầu cá nhân. Ví dụ: RM có thể chọn hiển thị các danh sách cần ưu tiên như: Khách hàng sinh nhật hôm nay, Sổ tiết kiệm/Khoản vay đến hạn trong tuần, Khách hàng tăng/giảm hạng phân khúc... để tự xây dựng lộ trình chăm sóc khách hàng hàng ngày - Tương tác nhanh và lưu vết qua Hồ sơ khách hàng 360: + Ngay tại màn hình Customer 360, RM có thể thực hiện các tương tác trực tiếp như: Gọi điện, nhắn tin (SMS/Zalo) hoặc Tạo công việc/lịch hẹn. + Mọi tương tác đều được hệ thống tự động lưu vết lịch sử, giúp ghi nhận tình trạng và kết quả liên hệ, phục vụ việc theo dõi hành trình chăm sóc khách hàng xuyên suốt. - Thiết lập luồng cảnh báo tự động (Workflow Automation): + Quản trị viên (Admin/HO) sử dụng công cụ Workflow để thiết lập các kịch bản thông báo tự động tới RM dựa trên các sự kiện (Events) thực tế. + Ví dụ cảnh báo rủi ro rời bỏ (Churn Rate): Hệ thống tự động quét và gửi thông báo cho RM quản lý nếu khách hàng không phát sinh giao dịch trong 30 ngày hoặc tài sản (AUM) sụt giảm đột biến. +Các kịch bản khác như: Thông báo nợ quá hạn theo số ngày, thông báo khách hàng sắp đến ngày sinh nhật, cảnh báo không tái tục sổ tiết kiệm, hay thông báo thăng/xuống hạng phân khúc đều được vận hành tự động theo quy tắc (Rule-based). - Điều kiện: Việc triển các cảnh báo rời bỏ đòi hỏi điều kiện cần là tích hợp dữ liệu hoặc có sự phối hợp đối ứng từ đội ngũ IT của Ngân hàng; đồng thời, chúng tôi xác nhận toàn bộ chi phí tích hợp liên quan đã được bao gồm trong mục phí triển khai (Implementation Cost) của hồ sơ chào thầu."
OCB,Yêu cầu tính năng,1. Nghiệp vụ (Functional),"Auto đề xuất theo hành vi KH, lịch sử giao dịch, độ tuổi, phân khúc, khu vực ... Hoặc nhận kết quả NBO từ hệ thống khác và tạo NBO","Đáp ứng hoàn toàn! Hệ thống cung cấp giải pháp Next Best Offer (NBO), đóng vai trò là lớp hiển thị và điều phối hành động (Actionable Insights) dựa trên các thuật toán tối ưu hóa danh mục sản phẩm dành cho từng khách hàng. 1. Cơ chế Hiển thị và Tác nghiệp trên NBO Hệ thống sẵn sàng tiếp nhận và hiển thị các Offer tại các màn hình trọng yếu (Dashboard Home, Customer 360, Lead/Opportunity, Campaign) với đầy đủ thông tin chi tiết từ hệ thống nội bộ của [BANK_NAME]: - Thông tin Offer: Loại offer, sản phẩm, chương trình ưu đãi, thời điểm đề xuất, thời gian hiệu lực, tỷ lệ chốt thành công và kịch bản bán hàng (Sale Script). - Chuyển đổi sang Cơ hội bán: Hỗ trợ nút chuyển nhanh NBO thành Cơ hội bán (Opportunity). Để phục vụ công tác thống kê hiệu quả, hệ thống sẽ tự động gắn tag/đánh dấu các Cơ hội bán được khởi tạo từ nguồn NBO. - Tương tác linh hoạt: Tại màn hình Customer 360, các Offer được sắp xếp theo thứ tự ưu tiên. RM có thể sử dụng nút ""Bỏ qua"" để đẩy các ưu tiên phía sau lên trước, giúp linh hoạt trong quá trình tư vấn. - Phản hồi và Lưu vết: RM cập nhật lý do khách hàng không nhận offer (tương ứng với lý do thất bại của Cơ hội bán). Thông tin này được lưu trữ để phục vụ việc tối ưu hóa các đề xuất sau này. 2. Nguồn dữ liệu và Quy tắc Ưu tiên CRM đóng vai trò là lớp hiển thị và thực thi các quy tắc ưu tiên dựa trên dữ liệu từ hệ thống nội bộ: - Nguồn dữ liệu: CRM tiếp nhận thông tin NBO từ các Model/Rule-base của hệ thống Backend [BANK_NAME] hoặc qua file upload theo template. - Xác định ưu tiên: Để đảm bảo hiển thị đúng thứ tự mong muốn, [BANK_NAME] cần cung cấp Bảng Mapping chỉ số ưu tiên (Ví dụ: Offer có điểm 10 hiển thị trước điểm 8, 9). Hai bên sẽ thống nhất các trọng số (Ngày hiệu lực, hành vi khách hàng, KPI Sales còn thiếu...) để hệ thống CRM sắp xếp hiển thị chính xác. - Phối hợp Rule loại trừ: Đối với các Rule loại trừ (Sản phẩm đã mua, Sản phẩm vừa từ chối, danh sách Do Not Call), hệ thống Backend của [BANK_NAME] sẽ đóng vai trò xử lý chính. CRM sẵn sàng đẩy thông tin các Offer thất bại/bị từ chối ngược lại hệ thống Backend để [BANK_NAME] cập nhật danh sách loại trừ cho các kỳ đề xuất tiếp theo. 3. Năng lực AI và Phương án triển khai mở rộng Ngoài việc hiển thị dữ liệu từ hệ thống nội bộ, Mobio có khả năng triển khai NBO theo các Rule thống nhất: - Tính độc lập: Hệ thống có thể thực hiện NBO dựa trên các quy tắc được cấu hình sẵn để đảm bảo Offer phù hợp với lịch sử giao dịch và quy trình Up-sell mà không phụ thuộc hoàn toàn vào tiến độ xây dựng Model Backend của Ngân hàng. - Tối ưu hóa hành trình: AI của Mobio phân tích hành vi để đưa ra các gợi ý có xác suất chốt đơn cao nhất, đảm bảo tính thực tế và hiệu quả cho lực lượng bán."
OCB,Yêu cầu tính năng,1. Nghiệp vụ (Functional),"Đề xuất thời điểm tốt nhất để RM liên hệ khách hàng dựa trên hành vi, lịch sử tương tác, phân khúc.","Đáp ứng hoàn toàn! Hệ thống cung cấp tính năng ""Trợ lý bán hàng thông minh"", giúp chuyển hóa các dữ liệu NBO tĩnh thành các gợi ý hành động (Actionable Insights) cụ thể, đúng thời điểm và đúng kênh cho RM. 1. Cơ chế Đề xuất Thời điểm và NBO Ưu tiên Hệ thống không chỉ hiển thị danh sách Offer mà còn tự động tính toán để đưa ra gợi ý tại các màn hình trọng yếu (Dashboard Home/Notification): - Lựa chọn NBO phù hợp nhất: Tại một thời điểm, hệ thống căn cứ vào trọng số ưu tiên để chọn ra 01 NBO chủ chốt và 02 Offer phụ trợ (Cross-sell/Up-sell) để RM sẵn sàng phương án tư vấn dự phòng. - Thời điểm liên hệ tốt nhất (Best Time to Call): AI phân tích hành vi để đề xuất khung giờ khách hàng dễ bắt máy nhất: + Theo hành vi & nghề nghiệp: Ví dụ, khách hàng là nhân viên văn phòng sẽ được ưu tiên nhắc lịch vào khung giờ nghỉ trưa (11h30) hoặc cuối giờ chiều (16h30). + Theo sự kiện thời gian thực (Event-based): Tự động đẩy thông báo ngay khi khách hàng có tương tác ""nóng"" (Ví dụ: Vừa để lại thông tin tư vấn trên [BANK_NAME] OMNI hoặc vừa có biến động số dư lớn). + Giao diện Tác nghiệp: Hiển thị chỉ báo ""Có thể gọi"" hoặc ""Nên nhắn tin"" kèm theo Tỷ lệ bắt máy dự kiến (%) để RM tối ưu hóa hiệu suất cuộc gọi. 2. Điều kiện Dữ liệu đầu vào (Data Prerequisites) Để hệ thống có thể tính toán và đưa ra các gợi ý ""Giờ vàng"" chính xác, Ngân hàng cần phối hợp cung cấp các luồng dữ liệu sau: - Lịch sử tương tác (Interaction Logs): Dữ liệu từ hệ thống Tổng đài về các cuộc gọi trong quá khứ (Thời điểm gọi, trạng thái bắt máy/không nhấc máy) để AI học thói quen nghe máy của từng khách hàng. - Dữ liệu Định danh & Hành vi: Thông tin về nghề nghiệp, phân khúc khách hàng và lịch sử sử dụng ứng dụng OMNI (Thời điểm thường xuyên đăng nhập) để dự báo khung giờ hoạt động. - Dữ liệu từ RM (Sales Inputs): Các đặc tính khách hàng do RM ghi nhận thủ công (Ví dụ: Khách hàng chỉ nghe máy sau giờ hành chính) sẽ được ưu tiên đưa vào trọng số tính toán. 3. Vòng đời và Cơ chế ẩn/hiện Offer Hệ thống đảm bảo danh sách gợi ý luôn ""sạch"" và mang tính thời điểm cao: - Tự động ẩn theo Hiệu lực: Offer sẽ tự động biến mất ngay khi hết ngày hiệu lực (Expiry Date) được quy định từ Backend. - Ẩn sau khi Chuyển đổi: Khi RM nhấn ""Chuyển thành Cơ hội bán"", NBO sẽ ẩn đi để nhường chỗ cho các gợi ý khác, tránh trùng lặp tác nghiệp. - Loại trừ định kỳ: Nếu khách hàng đã mua sản phẩm qua kênh khác hoặc thay đổi trạng thái rủi ro, hệ thống Backend sẽ gửi lệnh hủy (Deactivate) và Offer sẽ biến mất khỏi màn hình CRM của RM vào kỳ cập nhật tiếp theo. - Đối với các Offer bị từ chối, hệ thống sẽ ẩn đi trong một khoảng thời gian quy định trước khi cho phép xuất hiện lại, tránh gây phiền hà cho khách hàng."
OCB,Yêu cầu tính năng,1. Nghiệp vụ (Functional),Quản lý NBO với các thông tin về Offer và ưu đãi được gán Thống kê theo các chiều về danh sách NBO trên tập KH quản lý,"Đáp ứng hoàn toàn! Hệ thống cung cấp phân hệ báo cáo và biểu đồ chuyên sâu dành cho Next Best Offer (NBO), giúp cấp quản trị theo dõi sát sao hiệu quả của các đề xuất thông minh và năng suất khai thác của đội ngũ Sales. Lưu ý các báo cáo này chỉ được tính khi NBO được xác nhận gửi đi cho Khách Hàng, trong trường hợp đề xuất NBO nhưng RM không duyệt/hệ thống không duyệt gửi đi thì sẽ không thực hiện báo cáo thống kê.  1. Hệ thống Biểu đồ và Báo cáo NBO Đa chiều Dựa trên kho dữ liệu hành trình khách hàng và các Cơ hội bán (Oppty) được gắn tag ""Nguồn NBO"", hệ thống cung cấp các góc nhìn thống kê sau: - Thống kê theo thực thể: Biểu đồ phân tích hiệu quả NBO theo từng Sản phẩm cụ thể, theo từng Chiến dịch (Campaign) hoặc theo Danh mục khách hàng mà từng Sales đang quản lý. - Chỉ số hiệu quả (Conversion Rate):  + Tỷ lệ chuyển đổi từ NBO sang Cơ hội bán (NBO-to-Oppty) > Tỷ lệ chấp nhận/từ chối NBO.  > Thống kê chi tiết Lý do từ chối (được tổng hợp từ bước đóng Cơ hội bán thất bại). > Thời gian xử lý (Lead time): Đo lường tốc độ RM tương tác kể từ khi NBO được hệ thống đề xuất. + Phân tích Vòng đời NBO: Báo cáo phễu (Funnel Report) theo dõi từng bước của một Offer:NBO được khởi tạo -> RM thực hiện liên hệ -> KH quan tâm (Tạo Cơ hội bán) Chốt đơn thành công. 2. Cơ chế Phân quyền và Quản trị dữ liệu Hệ thống đảm bảo tính bảo mật và phân cấp thông tin chặt chẽ theo cấu trúc tổ chức của Ngân hàng. Phân quyền theo Cấp bậc (Hierarchy):  - RM: Chỉ xem được báo cáo hiệu quả trên tệp khách hàng mình quản lý. - Trưởng phòng/Giám đốc Chi nhánh: Xem báo cáo tổng hợp của toàn đơn vị. - Hội sở: Có cái nhìn toàn cảnh về hiệu quả các dòng sản phẩm NBO trên toàn hệ thống."
